name,position,debut,last
Rudy Carpenter,Quarterback,2011,2011
Steve Carpenter,Defensive Back,1980,1981
Tariq Carpenter,Defensive Back,2022,2023
Austin Carr,Wide Receiver,2017,2020
Brandon Carr,Defensive Back,2008,2020
Carl Carr,Linebacker,1987,1987
Charley Carr,Back,1926,1926
Chetti Carr,Defensive Back,1987,1987
Chris Carr,Defensive Back,2005,2013
David Carr,Quarterback,2002,2012
Derek Carr,Quarterback,2014,2024
Deveron Carr,Cornerback,2013,2013
Earl Carr,Running back,1978,1979
Eddie Carr,Defensive Back,1947,1949
Fred Carr,Linebacker,1968,1977
Gregg Carr,Linebacker,1985,1988
Harlan Carr,Wingback,1927,1927
Henry Carr,Defensive Back,1965,1967
Jimmy Carr,Defensive Back,1955,1965
Levert Carr,Tackle,1969,1973
Lydell Carr,Running back,1989,1989
Paul Carr,Defensive Back,1955,1957
Reggie Carr,Defensive End,1987,1987
Roger Carr,Wide Receiver,1974,1983
Tom Carr,Defensive Tackle,1968,1968
Tank Carradine,Defensive End,2014,2019
Josh Carraway,Defensive End,2017,2017
Alphonso Carreker,Defensive End,1984,1991
Vince Carreker,Defensive Back,1987,1987
Duane Carrell,Punter,1974,1977
John Carrell,Linebacker,1966,1966
Ryan Carrethers,Defensive Tackle,2014,2016
T.J. Carrie,Cornerback,2014,2022
Derek Carrier,Wide Receiver,2013,2021
Mark Carrier,Wide Receiver,1987,1998
Mark Carrier,Defensive Back,1990,2000
Adam Carriker,Defensive End,2007,2012
Alex Carrington,Defensive End,2010,2015
Darren Carrington,Defensive Back,1989,1996
Ed Carrington,Tight End,1968,1969
Paul Carrington,Defensive End,2006,2006
Russ Carroccio,Guard,1954,1955
Ahmad Carroll,Defensive Back,2004,2009
Bart Carroll,Tackle,1920,1920
Bird Carroll,End,1921,1925
Gene Carroll,End,1922,1922
Herman Carroll,Defensive End,1994,1994
Jay Carroll,Tight End,1984,1985
Jim Carroll,Linebacker,1965,1969
Joe Carroll,Linebacker,1972,1973
Leo Carroll,Defensive End,1968,1970
Nolan Carroll,Defensive Back,2010,2017
Ronnie Carroll,Guard,1974,1974
Travis Carroll,Linebacker,2002,2003
Victor Carroll,Tackle,1936,1947
Wesley Carroll,Wide Receiver,1991,1993
Leonte Carroo,Wide Receiver,2016,2018
Paul Ott Carruth,Running back,1986,1989
Rae Carruth,Wide Receiver,1997,1999
Caelen Carson,Defensive Back,2024,2024
Carlos Carson,Wide Receiver,1980,1989
Chris Carson,Running back,2017,2021
Glenn Carson,Linebacker,2014,2014
Harry Carson+,Linebacker,1976,1988
Howard Carson,Linebacker,1981,1983
John Carson,End,1954,1960
Kern Carson,Halfback,1965,1965
Leonardo Carson,Defensive Tackle,2000,2004
Malcolm Carson,Guard,1984,1984
Tra Carson,Halfback,2018,2019
Jordan Carstens,Defensive Tackle,2004,2006
Dwayne Carswell,Tight End,1994,2005
Robert Carswell,Defensive Back,2001,2002
Alex Carter,Defensive End,1987,1987
Alex Carter,Cornerback,2016,2018
Allen Carter,Running back,1975,1976
Andre Carter,Defensive End,2001,2013
Andre Carter II,Outside Linebacker,2023,2024
Anthony Carter,Wide Receiver,1985,1995
Bernard Carter,Linebacker,1995,1995
Blanchard Carter,Tackle,1977,1977
Brandon Carter,Guard,2010,2010
Bruce Carter,Linebacker,2011,2018
Carl Carter,Defensive Back,1986,1992
Cethan Carter,Tight End,2017,2022
Chris Carter,Defensive Back,1997,2002
Chris Carter,Defensive Lineman,2011,2017
Cris Carter+,Wide Receiver,1987,2002
Dale Carter,Defensive Back,1992,2005
Daryl Carter,Linebacker,1997,1997
David Carter,Center,1977,1985
David Carter,Defensive Tackle,2011,2013
DeAndre Carter,Wide Receiver,2018,2024
Delone Carter,Running back,2011,2013
DeWayne Carter,Defensive Tackle,2024,2024
Dexter Carter,Running back,1990,1996
Drew Carter,Wide Receiver,2005,2007
Dyshod Carter,Defensive Back,2001,2005
Gerald Carter,Wide Receiver,1980,1987
Tyre Carter,Offensive Lineman,2022,2023
Jalen Carter,Defensive Lineman,2023,2024
Jamal Carter,Safety,2017,2021
Jason Carter,Wide Receiver,2006,2006
Jermaine Carter Jr.,Outside Linebacker,2018,2022
Jerome Carter,Defensive Back,2005,2007
Jim Carter,Linebacker,1970,1978
Jimmie Carter,Linebacker,1987,1987
Joe Carter,End,1933,1945
Joe Carter,Running back,1984,1986
Jon Carter,Defensive Tackle,1989,1989
Jonathan Carter,Wide Receiver,2001,2004
Kent Carter,Linebacker,1974,1974
Kerry Carter,Running back,2003,2004
Kevin Carter,Defensive End,1995,2008
Jana Carter,Running back,1996,2004
Kyle Carter,Tight End,2017,2017
Lorenzo Carter,Defensive End,2018,2024
Louis Carter,Running back,1975,1978
M.L. Carter,Defensive Back,1979,1981
Marty Carter,Defensive Back,1991,2001
Michael Carter,Nose Tackle,1984,1992
Michael Carter II,Safety,2021,2024
Michael Carter,Running back,2021,2024
Mike Carter,Wide Receiver,1970,1972
Pat Carter,Tight End,1988,1997
Perry Carter,Defensive Back,1995,1998
Quincy Carter,Quarterback,2001,2004
Quinton Carter,Defensive Back,2011,2014
Rodney Carter,Running back,1987,1989
Roger Carter,Tight End,2022,2022
Dell Carter,Defensive End,2020,2021
Ross Carter,Guard,1936,1939
Rubin Carter,Nose Tackle,1975,1986
Russell Carter,Defensive Back,1984,1989
Shyheim Carter,Defensive Back,2023,2023
Steve Carter,Wide Receiver,1987,1987
T.J. Carter,Defensive Back,2022,2022
T.J. Carter,Defensive End,2022,2022
Tim Carter,Defensive Back,2001,2001
Tim Carter,Wide Receiver,2002,2009
Todd Carter,Kicker,2010,2010
Tom Carter,Defensive Back,1993,2001
Tony Carter,Running back,1994,2002
Tony Carter,Defensive Back,2009,2015
Tory Carter,Fullback,2021,2022
Tyrone Carter,Defensive Back,2000,2010
Virgil Carter,Quarterback,1968,1976
Walter Carter,Defensive End,1987,1987
Willie Carter,Halfback,1953,1953
Zachary Carter,Defensive End,2022,2024
Jason Carthen,Linebacker,1993,1994
Milt Carthens,Tackle,1987,1987
Maurice Carthon,Running back,1985,1992
Ran Carthon,Running back,2005,2006
Charlie Carton,End,1925,1925
Rock Cartwright,Fullback,2002,2011
Johndale Carty,Defensive Back,1999,2002
Dale Carver,Linebacker,1983,1983
Mel Carver,Running back,1982,1987
Shante Carver,Defensive End,1994,1997
Larry Carwell,Defensive Back,1967,1972
Ken Casanega,Quarterback,1946,1948
Tommy Casanova,Defensive Back,1972,1977
Rick Casares,Fullback,1955,1966
Chad Cascadden,Linebacker,1995,1999
Ernie Case,Quarterback,1947,1947
Frank Case,Defensive End,1981,1981
Pete Case,Guard,1962,1970
Scott Case,Defensive Back,1984,1995
Stoney Case,Quarterback,1995,2000
Alvro Casey,Tackle,1926,1926
Bernie Casey,Flanker,1961,1968
Chance Casey,Cornerback,2013,2014
Eddie Casey,Wingback,1920,1920
James Casey,Tight End,2009,2015
Jurrell Casey,Defensive End,2011,2020
Pete Casey,Wingback,1923,1923
Tim Casey,Linebacker,1969,1969
Tom Casey,Tailback,1948,1948
Antoine Cash,Linebacker,2005,2006
Chris Cash,Defensive Back,2002,2005
Jeremy Cash,Strong Safety,2016,2017
John Cash,Defensive End,1961,1962
Keith Cash,Tight End,1991,1996
Kerry Cash,Tight End,1991,1996
Rick Cash,Defensive End,1968,1973
Blake Cashman,Linebacker,2019,2024
Jonathan Casillas,Linebacker,2009,2017
Tony Casillas,Defensive Tackle,1986,1997
Ken Casner,Defensive Tackle,1952,1952
Antoine Cason,Defensive Back,2008,2014
Aveion Cason,Running back,2001,2008
Jim Cason,Defensive Back,1948,1956
Wendell Cason,Defensive Back,1985,1987
Cy Casper,Back,1934,1935
Dave Casper+,Tight End,1974,1984
Craig Cassady,Defensive Back,1977,1977
Howard Cassady,Halfback,1956,1963
Frank Cassara,Fullback,1954,1954
Matt Cassel,Quarterback,2005,2018
Tom Cassese,Defensive Back,1967,1967
Dick Cassiano,Back,1940,1940
Cassidy,Blocking Back,1921,1921
Ron Cassidy,Wide Receiver,1979,1984
Walt Cassidy,End,1924,1924
Mike Casteel,Back,1922,1922
Rich Caster,Tight End,1970,1982
Jesse Castete,Defensive Back,1956,1957
Jim Castiglia,Fullback,1941,1948
Jeremiah Castille,Defensive Back,1983,1988
Simeon Castille,Defensive Back,2008,2009
Tim Castille,Running back,2008,2010
Luis Castillo,Defensive End,2005,2011
Sergio Castillo,Kicker,2020,2020
Eric Castle,Defensive Back,1993,1996
Toby Caston,Outside Linebacker,1987,1993
Anthony Castonzo,Left Tackle,2011,2020
Chris Castor,Wide Receiver,1983,1984
Fields,Cornerback,2022,2024
Tony Catalano,Guard,1920,1920
Tyler Catalina,Offensive Guard,2017,2017
Alcides Catanho,Linebacker,1995,1996
Mark Catano,Nose Tackle,1984,1986
Chandler Catanzaro,Kicker,2014,2018
Mike Catapano,Defensive End,2013,2016
Toney Catchings,Linebacker,1987,1987
Greg Cater,Punter,1980,1987
Mike Caterbone,Wide Receiver,1987,1987
Thomas Caterbone,Defensive Back,1987,1987
Royal Cathcart,Halfback,1950,1950
Sam Cathcart,Defensive Back,1949,1952
Tom Catlin,Linebacker,1953,1959
Daryl Cato,Center,1946,1946
Sean Cattouse,Free Safety,2012,2013
Jehuu Caulcrick,Running back,2010,2010
Mike Caussin,Tight End,2011,2011
Carmen Cavalli,Defensive End,1960,1960
Matt Cavanaugh,Quarterback,1979,1991
Ronnie Caveness,Linebacker,1965,1968
Jim Caver,Defensive Back,1983,1983
Quinton Caver,Linebacker,2001,2005
Ben Cavil,Guard,1997,1998
Kwame Cavil,Wide Receiver,2000,2000
Grady Cavness,Defensive Back,1969,1970
John Cavosie,Back,1931,1933
Lowell Caylor,Defensive Back,1964,1964
Les Caywood,Guard,1926,1934
Lloyd Cearing,Back,1922,1923
Curtis Ceaser,Wide Receiver,1995,1995
Chuck Cecil,Defensive Back,1988,1995
Jimmy Cefalo,Wide Receiver,1978,1984
Brent Celek,Tight End,2007,2017
Garrett Celek,Tight End,2012,2019
Bob Celeri,Quarterback,1951,1952
Oliver Celestin,Defensive Back,2004,2008
Mario Celotto,Linebacker,1978,1981
Tony Cemore,Guard,1941,1941
John Cenci,Center,1956,1956
Larry Centers,Fullback,1990,2003
Frank Cephous,Running back,1984,1984
Joshua Cephus,Wide Receiver,2024,2024
Quintez Cephus,Wide Receiver,2020,2022
Gene Ceppetelli,Center,1968,1969
Matt Cercone,Tight End,2000,2002
Gordy Ceresino,Linebacker,1979,1979
Joe Cerne,Center,1965,1968
Marq Cerqua,Linebacker,2001,2002
Jacques Cesaire,Defensive End,2003,2011
William Cesare,Defensive Back,1978,1982
Sal Cesario,Tackle,1987,1987
Andre Chachere,Cornerback,2021,2024
Jeff Chadwick,Wide Receiver,1983,1992
Pat Chaffey,Running back,1991,1993
Lavon Chaisson,Outside Linebacker,2020,2024
Mike Chalenski,Defensive End,1993,1998
George Chalmers,Center,1933,1933
Byron Chamberlain,Tight End,1995,2003
Chris Chamberlain,Outside Linebacker,2008,2011
Dan Chamberlain,End,1960,1961
Garth Chamberlain,Guard,1945,1945
Frank Chamberlin,Linebacker,2000,2005
Guy Chamberlin+,End,1920,1927
Bill Chambers,Guard,1948,1949
Chris Chambers,Wide Receiver,2001,2010
Kirk Chambers,Tackle,2004,2011
Rusty Chambers,Linebacker,1975,1980
Wally Chambers,Defensive Tackle,1973,1979
Al Chamblee,Linebacker,1991,1992
Corey Chamblin,Defensive Back,1999,1999
Ed Champagne,Tackle,1947,1950
Jim Champion,Linebacker,1950,1951
Kam Chancellor,Defensive Back,2010,2017
Robert Chancey,Running back,1997,2000
Al Chandler,Tight End,1973,1979
Bob Chandler,Wide Receiver,1971,1982
Chris Chandler,Quarterback,1988,2004
Don Chandler,Punter,1956,1967
Edgar Chandler,Linebacker,1968,1973
Jeff Chandler,Kicker,2002,2004
Karl Chandler,Center,1974,1979
Nate Chandler,Defensive Tackle,2012,2014
Scott Chandler,Tight End,2007,2015
Sean Chandler,Free Safety,2018,2023
Thornton Chandler,Tight End,1986,1989
Ty Chandler,Running back,2022,2024
Wes Chandler,Wide Receiver,1978,1988
Lynn Chandnois,Halfback,1950,1956
Jamar Chaney,Linebacker,2010,2014
Roger Chanoine,Tackle,1999,2002
Tom Chantiles,Tackle,1942,1942
Shaun Chapas,Running back,2011,2012
Clarence Chapman,Defensive Back,1976,1985
Doug Chapman,Running back,2001,2003
Gil Chapman,Wide Receiver,1975,1975
Josh Chapman,Defensive Tackle,2013,2014
Kory Chapman,Running back,2005,2005
Lamar Chapman,Defensive Back,2000,2001
Mike Chapman,Center,1984,1984
Ted Chapman,Defensive End,1987,1987
Leo Chappell,Guard,1920,1921
Dave Chapple,Punter,1971,1974
Jack Chapple,Linebacker,1965,1965
Bob Chappuis,Tailback,1948,1949
Dick Chapura,Defensive Tackle,1987,1990
Zach Charbonnet,Running back,2023,2024
DJ Chark,Wide Receiver,2018,2024
Irvin Charles,Wide Receiver,2023,2024
Jamaal Charles,Running back,2008,2018
John Charles,Defensive Back,1967,1974
Mike Charles,Nose Tackle,1983,1991
Orson Charles,Tight End,2012,2018
Saahdiq Charles,Offensive Lineman,2020,2023
Stefan Charles,Defensive Tackle,2013,2016
Win Charles,Back,1928,1928
Jeff Charleston,Defensive End,2007,2011
Clifford Charlton,Linebacker,1988,1989
Ike Charlton,Defensive Back,2000,2003
Joseph Charlton,Punter,2020,2021
Taco Charlton,Defensive End,2017,2022
Carl Charon,Defensive Back,1962,1963
Len Charpier,Fullback,1920,1920
Ben Chase,Guard,1947,1947
Marr Chase,Wide Receiver,2021,2024
Martin Chase,Defensive Tackle,1999,2005
Ralph Chase,Tackle,1926,1926
Matt Chatham,Outside Linebacker,2000,2007
Antonio Chatman,Wide Receiver,2003,2008
Cliff Chatman,Running back,1982,1982
Elijah Chatman,Defensive Tackle,2024,2024
Jesse Chatman,Running back,2002,2008
Ricky Chatman,Linebacker,1987,1987
Laz Chavez,Linebacker,1987,1987
Eddie Chavis,Wide Receiver,1987,1987
Barney Chavous,Defensive End,1973,1985
Corey Chavous,Defensive Back,1998,2008
Ernie Cheatham,Defensive Tackle,1954,1954
Lloyd Cheatham,Back,1942,1948
Coonie Checkaye,Blocking Back,1920,1921
Louis Cheek,Tackle,1988,1991
Richard Cheek,Guard,1970,1970
Stephen Cheek,Punter,2004,2004
B.W. Cheeks,Halfback,1965,1965
Camaron Cheeseman,Long Snapper,2021,2023
Michael Cheever,Center,1996,1997
Chimdi Chekwa,Defensive Back,2011,2016
Donald Chelf,Tackle,1960,1961
Leo Chenal,Linebacker,2022,2024
Red Chenoweth,Wingback,1921,1921
Claudin Cherelus,Linebacker,2023,2024
Gosder Cherilus,Tackle,2008,2016
Harold Cherne,Tackle,1933,1933
George Cheroke,Guard,1946,1946
Bill Cherry,Center,1986,1987
Deron Cherry,Defensive Back,1981,1991
Ed Cherry,Fullback,1938,1939
Rod Cherry,Defensive Back,1996,2004
Mike Cherry,Quarterback,1997,1998
Raphel Cherry,Defensive Back,1985,1988
Stan Cherry,Linebacker,1973,1973
Tony Cherry,Running back,1986,1987
Chuck Cherundolo,Center,1937,1948
Red Chesbro,Guard,1938,1938
Al Chesley,Linebacker,1979,1982
Anthony Chesley,Defensive Back,2020,2022
Frank Chesley,Linebacker,1978,1978
John Chesley,Tight End,1984,1984
Chet Chesney,Center,1939,1940
George Chesser,Running back,1966,1967
Jehu Chesson,Wide Receiver,2017,2018
Wes Chesson,Wide Receiver,1971,1974
Chris Chester,Guard,2006,2016
Larry Chester,Defensive Tackle,1998,2004
Raymond Chester,Tight End,1970,1981
Julius Chestnut,Running back,2022,2024
Joe Chetti,Running back,1987,1987
George Cheverko,Back,1947,1948
Randy Chevrier,Defensive Tackle,2001,2001
Jim Cheyunski,Linebacker,1968,1976
Darrin Chiaverini,Wide Receiver,1999,2002
John Chick,Defensive End,2011,2012
Fred Chicken,Tailback,1920,1920
John Chickerneo,Back,1942,1942
Anthony Chickillo,Defensive End,2015,2020
Nick Chickillo,Linebacker,1953,1953
Tony Chickillo,Nose Tackle,1984,1987
Bam Childress,Wide Receiver,2005,2006
Freddie Childress,Guard,1991,1992
Joe Childress,Halfback,1956,1965
O.J. Childress,Linebacker,1999,1999
Ray Childress,Defensive Tackle,1985,1996
Clarence Childs,Defensive Back,1964,1968
Henry Childs,Tight End,1974,1984
Jimmy Childs,Wide Receiver,1978,1979
Ron Childs,Linebacker,1995,1995
Brandon Chillar,Linebacker,2004,2010
Gene Chilton,Center,1986,1992
Jeremy Chinn,Safety,2020,2024
Bill Chipley,End,1947,1949
John Chirico,Running back,1987,1987
Dan Chisena,Wide Receiver,2020,2024
Andy Chisick,Center,1940,1941
Ed Chlebek,Quarterback,1963,1963
Mark Chmura,Tight End,1993,1999
Bob Choate,Guard,1924,1924
Putt Choate,Linebacker,1987,1987
Max Choboian,Quarterback,1966,1966
Tashard Choice,Running back,2008,2013
John Choma,Guard,1981,1983
Steve Chomyszak,Defensive Tackle,1966,1973
Jason Chorak,Defensive End,1998,1998
Dick Chorovich,Defensive Tackle,1955,1960
Robbie Chosen,Wide Receiver,2016,2024
Joseph Chrape,Guard,1929,1929
Wayne Chrebet,Wide Receiver,1995,2005
Drue Chrisman,Punter,2022,2022
Brady Christensen,Guard,2021,2024
Erik Christensen,Defensive End,1956,1956
Frank Christensen,Back,1934,1937
George Christensen,Tackle,1931,1938
Jeff Christensen,Quarterback,1983,1987
Koester Christensen,End,1930,1930
Todd Christensen,Tight End,1979,1988
Brad Christenson,Tight End,2002,2002
Bob Christian,Running back,1992,2002
Gerald Christian,Tight End,2016,2016
Geron Christian,Offensive Tackle,2018,2024
Marqui Christian,Strong Safety,2016,2021
Bob Christiansen,Defensive Tackle,1972,1972
Cole Christiansen,Linebacker,2020,2024
Jack Christiansen+,Defensive Back,1951,1958
Marty Christiansen,Fullback,1940,1940
Oscar Christianson,End,1921,1924
Steve Christie,Kicker,1990,2004
Floyd Christman,Back,1925,1925
Paul Christman,Quarterback,1945,1950
Herb Christopher,Defensive Back,1979,1982
Jim Christopherson,Linebacker,1962,1962
Ryan Christopherson,Running back,1995,1996
Dick Christy,Halfback,1958,1963
Earl Christy,Halfback,1966,1968
Greg Christy,Tackle,1985,1985
Jeff Christy,Center,1993,2002
Pete Chryplewicz,Tight End,1997,1999
Bradley Chubb,Defensive End,2018,2023
Nick Chubb,Running back,2018,2024
Patrick Chukwurah,Outside Linebacker,2001,2007
Eugene Chung,Guard,1992,1997
Patrick Chung,Defensive Back,2009,2019
Jordan Chunn,Running back,2019,2019
Barry Church,Defensive Back,2010,2018
Ricky Churchman,Defensive Back,1980,1981
Don Churchwell,Defensive Tackle,1959,1960
Don Chuy,Guard,1963,1969
Joe Cibulas,Tackle,1945,1945
Mike Ciccolella,Linebacker,1966,1968
Ben Ciccone,Center,1934,1942
Chick Cichowski,Defensive Back,1957,1959
Tom Cichowski,Tackle,1967,1968
Jack Cichy,Inside Linebacker,2018,2020
Brad Cieslak,Tight End,2005,2008
Gus Cifelli,Tackle,1950,1954
Bob Cifers,Halfback,1946,1949
Ed Cifers,End,1941,1948
Ralph Cindrich,Linebacker,1972,1975
Lewis Cine,Defensive Back,2022,2024
Larry Cipa,Quarterback,1974,1975
Andre Cisco,Defensive Back,2021,2024
Steve Cisowski,Tackle,1987,1987
Vinny Ciurciu,Linebacker,2003,2010
Frank Civiletto,Wingback,1923,1923
Neil Clabo,Punter,1975,1977
Tyson Clabo,Tackle,2006,2014
Darryl Clack,Running back,1986,1989
Jim Clack,Center,1971,1981
Ryan Clady,Tackle,2008,2016
Walt Clago,End,1921,1922
Chris Claiborne,Linebacker,1999,2006
Morris Claiborne,Cornerback,2012,2019
Robert Claiborne,Wide Receiver,1992,1993
Frank Clair,End,1941,1941
Rickey Claitt,Running back,1980,1981
Jack Clancy,Split End,1967,1970
Kendrick Clancy,Defensive Tackle,2000,2009
Sam Clancy,Defensive End,1983,1993
Sean Clancy,Linebacker,1978,1979
Stu Clancy,Back,1930,1935
Chuck Clanton,Defensive Back,1985,1985
Sam Claphan,Tackle,1981,1987
Will Clapp,Center,2018,2024
Dennis Claridge,Quarterback,1965,1966
Travis Claridge,Guard,2000,2003
Al Clark,Defensive Back,1971,1976
Algy Clark,Back,1930,1934
Allan Clark,Running back,1979,1982
Babe Clark,Fullback,1920,1920
Bernard Clark,Linebacker,1990,1991
Beryl Clark,Back,1940,1940
Bill Clark,Guard,1920,1920
Bill Clark,Guard,1920,1920
Boobie Clark,Running back,1973,1980
Bret Clark,Defensive Back,1986,1988
Brian Clark,Kicker,1982,1982
Brian Clark,Wide Receiver,2006,2010
Bruce Clark,Defensive End,1982,1989
Bryan Clark,Quarterback,1984,1984
Charlie Clark,Guard,1924,1924
Chris Clark,Tackle,2010,2019
Chuck Clark,Free Safety,2017,2024
Corey Clark,Tackle,2009,2009
Dallas Clark,Tight End,2003,2013
Damone Clark,Linebacker,2022,2024
Dan Clark,Linebacker,1987,1987
Danny Clark,Linebacker,2000,2010
Darius Clark,Defensive Back,2001,2001
Darryl Clark,Running back,1987,1987
Derrick Clark,Running back,1994,1994
Desmond Clark,Tight End,1999,2010
Devin Clark,Guard,2008,2008
Dexter Clark,Defensive Back,1987,1987
Don Clark,Guard,1948,1949
Dutch Clark+,Tailback,1931,1938
Dwight Clark,Wide Receiver,1979,1987
Ernie Clark,Linebacker,1963,1968
Frank Clark,Defensive End,2015,2023
Gail Clark,Linebacker,1973,1974
Gary Clark,Wide Receiver,1985,1995
Greg Clark,Outside Linebacker,1988,1992
Greg Clark,Tight End,1997,2000
Hal Clark,End,1920,1925
Herman Clark,Guard,1952,1957
Howard Clark,Tight End,1960,1961
James Clark,Back,1933,1934
Jeremy Clark,Defensive Tackle,2008,2010
Jeremy Clark,Cornerback,2017,2018
Jessie Clark,Running back,1983,1990
Jim Clark,Tackle,1952,1953
Jon Clark,Tackle,1996,1999
Trel Clark,Defensive Back,2023,2024
Kelvin Clark,Tackle,1979,1985
Ken Clark,Punter,1979,1979
Ken Clark,Tight End,1990,1992
Kenny Clark,Wide Receiver,2003,2003
Kenny Clark,Defensive Tackle,2016,2024
Kevin Clark,Defensive Back,1987,1991
Raven Clark,Offensive Tackle,2016,2022
Leroy Clark,Punter,1976,1976
Louis Clark,Wide Receiver,1987,1992
Mario Clark,Defensive Back,1976,1984
Michael Clark,Wide Receiver,2017,2017
Mike Clark,Kicker,1963,1973
Mike Clark,Defensive End,1981,1987
Monte Clark,Tackle,1959,1969
Phil Clark,Defensive Back,1967,1971
Pots Clark,Halfback,1927,1927
Randy Clark,Center,1980,1987
Randy Clark,Defensive Back,1984,1984
Reggie Clark,Linebacker,1994,1996
Rico Clark,Defensive Back,1997,1999
Robert Clark,Wide Receiver,1987,1992
Ryan Clark,Defensive Back,2002,2014
Sedric Clark,Linebacker,1996,1996
Spark Clark,Running back,1987,1987
Steve Clark,Defensive End,1981,1981
Steve Clark,Guard,1982,1985
Steve Clark,Defensive Back,1987,1987
Torin Clark,Defensive Back,1987,1987
Vinnie Clark,Defensive Back,1991,1996
Wayne Clark,End,1944,1944
Wayne Clark,Quarterback,1970,1975
Willie Clark,Defensive Back,1994,1998
Adrien Clarke,Guard,2005,2007
Frank Clarke,End,1957,1967
Fred Clarke,End,1920,1920
